number\chinese\pinyin\english
41\电视\diànshì\television; TV; CL:臺|台[tái],個|个[gè]
42\电影\diànyǐng\movie; film; CL:部[bù],片[piàn],幕[mù],場|场[chǎng]
43\东西\dōngxi\thing; stuff; person; CL:個|个[gè],件[jiàn]
44\懂\dǒng\to understand; to know
45\都\dōu\all, both; entirely (due to) each; even; already
46\读\dú\to read; to study; reading of word (i.e. pronunciation), similar to 拼音[pīn yīn]
47\对\duì\couple; pair; to be opposite; to oppose; to face; versus; for; to; correct (answer); to answer; to reply; to direct (towards sth); right
48\对不起\duìbuqǐ\unworthy; to let down; I'm sorry; excuse me; pardon me; if you please; sorry? (please repeat)
49\多\duō\many; much; a lot of; numerous; multi-
50\多少\duōshǎo\number; amount; somewhat
51\儿子\érzi\son
52\二\èr\two; 2; stupid (Beijing dialect)
53\饭馆\fànguǎn\restaurant; CL:家[jiā]
54\房间\fángjiān\room; CL:間|间[jiān]
55\非常\fēicháng\unusual; extraordinary; extreme; very; exceptional
56\飞机\fēijī\airplane; CL: 架[jià]
57\分钟\fēnzhōng\minute
58\服务员\fúwùyuán\waiter; waitress; attendant; customer service personnel; CL:個|个[gè]
59\高\gāo\high; tall; above average; loud; your (honorific); surname Gao
60\高兴\gāoxìng\happy; glad; willing (to do sth); in a cheerful mood
61\告诉\gàosu\to tell; to inform; to let know
62\哥哥\gēge\older brother; CL:個|个[gè],位[wèi]
63\个\gè\individual; this; that; size; classifier for people or objects in general
64\给\gěi\to; for; for the benefit of; to give; to allow; to do sth (for sb); (passive particle)
65\公共汽车\gōnggòngqìchē\bus; CL:輛|辆[liàng],班[bān]
66\公斤\gōngjīn\kilogram (kg)
67\公司\gōngsī\(business) company; company; firm; corporation; incorporated; CL:家[jiā]
68\工作\gōngzuò\job; work; construction; task; CL:個|个[gè],份[fèn],項|项[xiàng]
69\狗\gǒu\dog; CL:隻|只[zhī],條|条[tiáo]
70\贵\guì\expensive; noble; your (name); precious
71\过\guò\(experienced action marker); to cross; to go over; to pass (time); to celebrate (a holiday); to live; to get along; excessively; too-; surname Guo
72\还\hái\still; still in progress; still more; yet; even more; in addition; fairly; passably (good); as early as; even; also; else
73\孩子\háizi\child
74\汉语\hànyǔ\Chinese language; CL:門|门[mén]
75\好\hǎo\good; well; proper; good to; easy to; very; so; (suffix indicating completion or readiness)
76\好吃\hǎochī\tasty; delicious
77\号\hào\day of a month; (suffix used after) name of a ship; (ordinal) number
78\喝\hē\to drink; to shout (a command); My goodness!
79\和\hé\and; together with; with; sum; union; peace; harmony; surname He; Japanese related; Taiwan pr. hàn
80\黑\hēi\black; dark; abbr. for Heilongjiang 黑龍江|黑龙江 province in northeast China
81\很\hěn\(adverb of degree); quite; very; awfully
82\红\hóng\bonus; popular; red; revolutionary
83\后面\hòumian\rear; back; behind; later; afterwards
84\欢迎\huānyíng\to welcome; welcome
85\回\huí\to circle; to go back; to turn around; to answer; to return; to revolve; Hui ethnic group (Chinese Muslims); time; classifier for acts of a play; section or chapter (of a classic book)
86\回答\huídá\to reply; to answer; the answer; CL:個|个[gè]
87\会\huì\can; be possible; be able to; will; be likely to; be sure to; to assemble; to meet; to gather; to see; union; group; association; CL:個|个[gè]; a moment (Taiwan pr. for this sense is huǐ)
88\火车站\huǒchēzhàn\train station
89\机场\jīchǎng\airport; airfield; CL:家[jiā],處|处[chù]
90\鸡蛋\jīdàn\(chicken) egg; hen's egg; CL:個|个[gè],打[dá]
91\几\jǐ\how much; how many; several; a few
92\家\jiā\home; family; classifier for families or businesses; refers to the philosophical schools of pre-Han China; noun suffix for specialists in some activity such as musician or revolutionary, corresponds to English -ist, -er, -ary or -ian; surname Jia; CL:個|个[gè]
93\件\jiàn\item; component; classifier for events, things, clothes etc
94\叫\jiào\to shout; to call; to order; to ask; to be called; by (indicates agent in the passive mood)
95\教室\jiàoshì\classroom; CL:間|间[jiān]
96\姐姐\jiějie\older sister; CL:個|个[gè]
97\介绍\jièshào\to present; to introduce; to recommend; to suggest; to let know; to brief
98\今天\jīntiān\today; at the present; now
99\进\jìn\to advance; to enter; to come (or go) into; to receive or admit; to eat or drink; to submit or present; (used after a verb) into, in; to score a goal
100\近\jìn\near; close to; approximately
101\九\jiǔ\nine; 9
102\就\jiù\at once; right away; only; just (emphasis); as early as; already; as soon as; then; in that case; as many as; even if; to approach; to move towards; to undertake; to engage in; to suffer; subjected to; to accomplish; to take advantage of; to go with (of foods); with regard to; concerning
103\觉得\juéde\to think; to feel
104\咖啡\kāfēi\coffee; CL:杯[bēi]
105\开\kāi\to open; to start; to turn on; to boil; to write out (a medical prescription); to operate (vehicle); abbr. for 開爾文|开尔文 degrees Kelvin
106\开始\kāishǐ\to begin; beginning; to start; initial; CL:個|个[gè]
107\看\kān\to look after; to take care of; to watch; to guard
108\看见\kànjiàn\to see; to catch sight of
109\考试\kǎoshì\exam; CL:次[cì]
110\可能\kěnéng\might (happen); possible; probable; possibility; probability; maybe; perhaps; CL:個|个[gè]
111\可以\kěyǐ\can; may; possible; able to
112\课\kè\subject; course; class; lesson; CL:堂[táng],节|節[jié],門|门[mén]
113\块\kuài\lump (of earth); chunk; piece; classifier for pieces of cloth, cake, soap etc; colloquial word for yuan (or other unit of currency such as Hong Kong or US dollar etc), usually as 塊錢|块钱
114\快\kuài\rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plain-spoken; gratified; pleased; pleasant
115\快乐\kuàilè\happy; merry
116\来\lái\to come; to arrive; to come round; ever since; next
117\老师\lǎoshī\teacher; CL:個|个[gè],位[wèi]
118\了\le\(modal particle intensifying preceding clause); (completed action marker)
119\累\lèi\tired; weary; to strain; to wear out; to work hard
120\冷\lěng\cold
121\离\lí\to leave; to part from; to be away from; (in giving distances) from; without (sth); independent of; one of the eight trigrams of the Book of Changes representing fire (old)
122\里\lǐ\lining; interior; inside; internal; also written 裡|里 [lǐ]
123\两\liǎng\both; two; ounce; some; a few; tael; weight equal to grams
124\零\líng\zero; nought; zero sign; fractional; fragmentary; odd (of numbers); (placed between two numbers to indicate a smaller quantity followed by a larger one); fraction; (in mathematics) remainder (after division); extra; to wither and fall; to wither
125\六\liù\six; 6
126\路\lù\road; path; way; CL:條|条[tiáo]
127\旅游\lǚyóu\trip; journey; tourism; travel; tour
128\妈妈\māma\mama; mommy; mother; CL:個|个[gè],位[wèi]
129\吗\ma\(question tag)
130\买\mǎi\to buy; to purchase
131\卖\mài\to sell; to betray; to spare no effort; to show off or flaunt
132\慢\màn\slow
133\忙\máng\busy; hurriedly
134\猫\māo\cat; CL:隻|只[zhī]
135\没\méi\(negative prefix for verbs); have not; not
136\没关系\méiguānxi\it doesn't matter
137\每\měi\each; every
138\妹妹\mèimei\younger sister; fig. younger woman (esp. girl friend or rival); CL:個|个[gè]
139\门\mén\gate; door; CL:扇[shàn]; gateway; doorway; CL:個|个[gè]; opening; valve; switch; way to do something; knack; family; house; (religious) sect; school (of thought); class; category; phylum or division (taxonomy); classifier for large guns; classifier for lessons, subjects, branches of technology
140\米饭\mǐfàn\(cooked) rice
141\明天\míngtiān\tomorrow
142\名字\míngzi\name (of a person or thing); CL:個|个[gè]
143\哪\nǎ\how; which
143\哪儿\nǎr\where?; wherever; anywhere
144\那\nà\that; those; then (in that case); commonly pr. nèi before a classifier, esp. in Beijing
144\那儿\nàr\there
145\男人\nánrén\a man; a male; men; CL:個|个[gè]
146\呢\ne\(question particle for subjects already mentioned)
147\能\néng\to be able to; to be capable of; ability; capability; able; capable; can possibly; (usually used in the negative) to have the possibility of
148\你\nǐ\you (informal, as opposed to polite 您[nín])
149\年\nián\year; CL:個|个[gè]
150\您\nín\you (polite, as opposed to informal 你[nǐ])
151\牛奶\niúnǎi\cow's milk; CL:瓶[píng],杯[bēi]
152\女儿\nǚér\daughter
153\女人\nǚrén\woman
154\旁边\pángbiān\lateral; side; to the side; beside
155\跑步\pǎobù\to walk quickly; to march; to run
156\朋友\péngyou\friend; CL:個|个[gè],位[wèi]
157\便宜\piányi\small advantages; to let sb off lightly; cheap; inexpensive
158\票\piào\ticket; ballot; bank note; CL:張|张[zhāng]; person held for ransom; amateur performance of Chinese opera; classifier for shipments and business transactions (topolect)
159\漂亮\piàoliang\pretty; beautiful
160\苹果\píngguǒ\apple; CL:個|个[gè],顆|颗[kē]
161\七\qī\seven; 7
162\妻子\qīzi\wife; CL:個|个[gè]
163\起床\qǐchuáng\to get up
164\千\qiān\thousand
165\钱\qián\coin; money; CL:筆|笔[bǐ]
166\前面\qiánmiàn\ahead; in front; preceding; above
167\晴\qíng\clear; fine (weather)
168\请\qǐng\to ask; to invite; please (do sth); to treat (to a meal etc); to request
169\去\qù\to go; to go to (a place); to cause to go or send (sb); to remove; to get rid of; (when used either before or after a verb) to go in order to do sth; to be apart from in space or time; (after a verb of motion indicates movement away from the speaker); (used after certain verbs to indicate detachment or separation); (of a time or an event etc) just passed or elapsed
170\去年\qùnián\last year
171\让\ràng\to yield; to permit; to let sb do sth; to have sb do sth
172\热\rè\heat; to heat up; fervent; hot (of weather); warm up
173\人\rén\man; person; people; CL:個|个[gè],位[wèi]
174\认识\rènshi\to know; to recognize; to be familiar with; acquainted with sth; knowledge; understanding; awareness; cognition
175\日\rì\sun; day; date, day of the month; abbr. for 日本|日本 Japan
176\三\sān\three; 3
177\商店\shāngdiàn\store; shop; CL:家[jiā],個|个[gè]
178\上\shàng\on; on top; upon; first (of multiple parts); previous; last; upper; higher; above; to climb; to go into; to go up; to attend (class or university)
179\上班\shàngbān\to go to work; to be on duty; to start work; to go to the office
180\上午\shàngwǔ\morning; CL:個|个[gè]
181\少\shǎo\few; little; lack
182\谁\shéi\who; also pronounced shuí
183\身体\shēntǐ\(human) body; health; CL:個|个[gè]
184\什么\shénme\what?; who?; something; anything
185\生病\shēngbìng\to fall ill; to sicken
186\生日\shēngrì\birthday; CL:個|个[gè]
187\十\shí\ten; 1
188\时候\shíhou\time; length of time; moment; period
189\时间\shíjiān\time; period; CL:段[duàn]
190\是\shì\is; are; am; yes; to be
191\事情\shìqíng\affair; matter; thing; business; CL:件[jiàn],樁|桩[zhuāng]
192\手表\shǒubiǎo\wrist watch; CL:塊|块[kuài],隻|只[zhī],個|个[gè]
193\手机\shǒujī\cell phone; cellular phone; mobile phone; CL:部[bù]
194\书\shū\book; letter; CL:本[běn],冊|册[cè],部[bù]; see also 書經|书经 Book of History
195\水\shuǐ\water; river; liquid; beverage; additional charges or income; (of clothes) classifier for number of washes
196\水果\shuǐguǒ\fruit; CL:個|个[gè]
197\睡觉\shuìjiào\to go to bed; to go to sleep
198\说话\shuōhuà\to speak; to say; to talk; to gossip; to tell stories; talk; word
199\四\sì\four; 4
200\送\sòng\to deliver; to carry; to give (as a present); to present (with); to see off; to send
201\岁\suì\classifier for years (of age); year; year (of crop harvests)
202\所以\suǒyǐ\therefore; as a result; so
203\他\tā\he or him; (used for either sex when the sex is unknown or unimportant); (used before sb's name for emphasis); (used as a meaningless mock object); other; another
204\她\tā\she
205\它\tā\it
206\太\tài\highest; greatest; too (much); very; extremely
207\踢足球\tīzúqiú\play soccer(football)
208\题\tí\topic; problem for discussion; exam question; subject; to inscribe; to mention; surname Ti; CL:個|个[gè],道[dào]
209\天气\tiānqì\weather
210\跳舞\tiàowǔ\to dance
211\听\tīng\to listen; to hear; to obey; a can (loanword from English "tin"); classifier for canned beverages
212\同学\tóngxué\(fellow) classmate; CL:位[wèi],個|个[gè]
213\外\wài\outside; in addition; foreign; external
214\完\wán\to finish; to be over; whole; complete; entire
215\玩\wán\toy; sth used for amusement; curio or antique (Taiwan pr. wàn); to play; to have fun; to trifle with; to keep sth for entertainment
216\晚上\wǎnshang\in the evening; CL:個|个[gè]
217\喂\wèi\hello (interj., esp. on telephone); hey; to feed (sb or some animal)
218\为什么\wèishénme\why?; for what reason?
219\问\wèn\to ask
220\问题\wèntí\question; problem; issue; topic; CL:個|个[gè]
221\我\wǒ\I; me; my
222\我们\wǒmen\we; us; ourselves; our
223\五\wǔ\five; 5
224\西瓜\xīguā\watermelon; CL:條|条[tiáo]
225\希望\xīwàng\to wish for; to desire; hope CL:個|个[gè]
226\洗\xǐ\to wash; to bathe
227\喜欢\xǐhuan\to like; to be fond of
228\下\xià\down; downwards; below; lower; later; next (week etc); second (of two parts); to decline; to go down
229\下午\xiàwǔ\afternoon; p.m.; CL:個|个[gè]
230\下雨\xiàyǔ\to rain; rainy
231\先生\xiānsheng\teacher; Mister (Mr.); husband; doctor (topolect); CL:個|个[gè],位[wèi]
232\现在\xiànzài\now; at present; at the moment; modern; current; nowadays
233\想\xiǎng\to think; to believe; to suppose; to wish; to want; to miss
234\向\xiàng\direction; orientation; to face; to turn toward; to; towards; shortly before; formerly; to side with; to be partial to; all along (previously); surname Xiang
235\小\xiǎo\small; tiny; few; young
236\小姐\xiǎojie\young lady; miss; CL:個|个[gè],位[wèi]
237\小时\xiǎoshí\hour; CL:個|个[gè]
238\笑\xiào\laugh; smile; CL:個|个[gè]
239\些\xiē\some; few; several; (a measure word)
240\写\xiě\to write
241\谢谢\xièxie\to thank; thanks
242\新\xīn\new; newly; meso- (chemistry)
243\星期\xīngqī\week; CL:個|个[gè]
244\姓\xìng\family name; surname; name; CL:個|个[gè]
245\休息\xiūxi\rest; to rest
246\学生\xuésheng\student; school child
247\学习\xuéxí\to learn; to study
248\学校\xuéxiào\school; CL:所[suǒ]
249\雪\xuě\snow; snowfall; CL:場|场[cháng]; to have the appearance of snow; to wipe away, off or out; to clean
250\颜色\yánsè\color; CL:個|个[gè]
251\眼睛\yǎnjing\eye; CL:隻|只[zhī],雙|双[shuāng]
252\羊肉\yángròu\mutton
253\药\yào\medicine; drug; cure; CL:種|种[zhǒng],服[fù]
254\要\yāo\demand; ask; request; coerce
255\也\yě\also; too; (in classical Chinese) final particle serving as copula
256\一\yī\one; 1; single; a (article); as soon as; entire; whole; all; throughout; "one" radical in Chinese characters (Kangxi radical 1)
257\衣服\yīfu\clothes; CL:件[jiàn],套[tào]
258\医生\yīshēng\doctor; CL:個|个[gè],位[wèi],名[míng]
259\医院\yīyuàn\hospital; CL:所[suǒ],家[jiā],座[zuò]
260\已经\yǐjīng\already
261\椅子\yǐzi\chair; CL:把[bǎ],套[tào]
262\一起\yìqǐ\in the same place; together; with; altogether (in total)
263\意思\yìsi\idea; opinion; meaning; wish; desire; CL:個|个[gè]
264\阴\yīn\overcast (weather); cloudy; shady; Yin (the negative principle of Yin and Yang); negative (electric.); feminine; moon; implicit; hidden; genitalia
264\在\zài\(located) at; (to be) in; to exist; in the middle of doing sth; (indicating an action in progress)
265\因为\yīnwèi\because; owing to; on account of
266\游泳\yóuyǒng\swim
267\有\yǒu\to have; there is; there are; to exist; to be
268\右边\yòubian\right side; right, to the right
269\鱼\yú\fish; CL:條|条[tiáo],尾[wěi]
270\元\yuán\Chinese monetary unit; dollar; primary; first; the Yuan or Mongol dynasty (12-13); surname Yuan
271\远\yuǎn\far; distant; remote
272\月\yuè\moon; month; CL:個|个[gè],輪|轮[lún]
273\运动\yùndòng\movement; campaign; CL: 場|场[chǎng]; sports
275\再\zài\again; once more; re-; second; another; then (after sth, and not until then)
276\再见\zàijiàn\goodbye; see you again later
277\早上\zǎoshang\early morning; CL:個|个[gè]; Good morning!
278\怎么\zěnme\how?; what?; why?
279\怎么样\zěnmeyàng\how?; how about?; how was it?; how are things?
280\张\zhāng\to open up; to spread; sheet of paper; classifier for flat objects, sheet; classifier for votes
281\丈夫\zhàngfu\husband; CL:個|个[gè]
282\找\zhǎo\to try to find; to look for; to call on sb; to find; to seek; to return; to give change
283\这\zhè\this; these; (commonly pr. zhèi before a classifier, esp. in Beijing)
283\这儿\zhèr\here
284\着\zhe\particle attached after verb to indicate action in progress, like -ing ending
285\真\zhēn\really; truly; indeed; real; true; genuine
286\正在\zhèngzài\in the process of (doing something or happening); while (doing)
287\知道\zhīdao\to know; to be aware of
288\中国\zhōngguó\China; Middle Kingdom
289\中午\zhōngwǔ\noon; midday; CL:個|个[gè]
290\住\zhù\to live; to dwell; to stay; to reside; to stop
291\准备\zhǔnbèi\preparation; prepare
292\桌子\zhuōzi\table; desk; CL:張|张[zhāng],套[tào]
293\字\zì\letter; symbol; character; word; CL:個|个[gè]; courtesy or style name traditionally given to males aged 2 in dynastic China
294\自行车\zìxíngchē\bicycle; bike; CL:輛|辆[liàng]
295\走\zǒu\to walk; to go; to run; to move (of vehicle); to visit; to leave; to go away; to die (euph.); from; through; away (in compound verbs, such as 撤走); to change (shape, form, meaning)
296\最\zuì\most; the most; -est
297\昨天\zuótiān\yesterday
298\左边\zuǒbian\left; the left side; to the left of
299\坐\zuò\to sit; to take a seat; to take (a bus, airplane etc); to bear fruit; surname Zuo
300\做\zuò\to do; to make; to produce; to write; to compose; to act as; to engage in; to hold (a party); to be; to become; to function (in some capacity); to serve as; to be used for; to form (a bond or relationship); to pretend; to feign; to act a part; to put on appearance
