39\扒\bā\to hold on to; to cling to; to dig up; to rake; to push aside; to climb; to pull out; to strip off
40\疤\bā\scar
41\巴不得\bābùdé\to be eager for; to long for; to look forward to
42\巴结\bājie\to fawn on; to curry favor with; to make up to
43\拔苗助长\bámiáozhùzhǎng\to spoil things through excessive enthusiasm (idiom)
44\把\bǎ\to hold; to contain; to grasp; to take hold of; a handle; particle marking the following noun as a direct object; classifier for objects with handle
45\把关\bǎguān\to guard a pass; to check on sth
46\把手\bǎshǒu\handle; grip; knob
47\把握\bǎwò\to grasp (also fig.); to seize; to hold; assurance; certainty; sure (of the outcome)
48\把戏\bǎxì\acrobatics; jugglery; cheap trick; game
49\爸爸\bàba\(informal) father; CL:個|个[gè],位[wèi]
50\霸道\bàdào\the Way of the Hegemon, abbr. of 霸王之道; despotic rule; rule by might; evil as opposed to the Way of the King 王道; overbearing; tyranny; (of liquor, medicine etc) strong; potent
51\罢工\bàgōng\a strike; to go on strike
52\吧\ba\(modal particle indicating polite suggestion); ...right?; ...OK?
53\掰\bāi\to break with both hands
54\白\bái\white; snowy; pure; bright; empty; blank; plain; clear; to make clear; in vain; gratuitous; free of charge; reactionary; anti-communist; funeral; to stare coldly; to write wrong character; to state; to explain; vernacular; spoken lines in opera; surname Bai
55\摆\bǎi\to arrange; to exhibit; to move to and fro; a pendulum
56\百\bǎi\hundred; numerous; all kinds of; surname Bai
57\百分点\bǎifēndiǎn\percentage point
58\摆脱\bǎituō\to break away from; to cast off (old ideas etc); to get rid of; to break away (from); to break out (of); to free oneself from; to extricate oneself
59\拜访\bàifǎng\pay a visit; call on
60\败坏\bàihuài\to ruin; to corrupt; to undermine
61\拜年\bàinián\pay a New Year call; wish sb a Happy New Year
62\拜托\bàituō\request sb to do sth; please!
63\搬\bān\to move; to shift; to remove; to transport; to apply indiscriminately; to copy mechanically
64\班\bān\team; class; squad; work shift; classifier for groups; ranking; surname Ban; CL:個|个[gè]
65\颁布\bānbù\to issue; to proclaim; to enact (laws, decrees etc)
66\颁发\bānfā\issue; promulgate; award
67\斑纹\bānwén\stripe; streak
68\班主任\bānzhǔrèn\a teacher in charge of a class
69\版本\bǎnběn\version; edition; release
70\半\bàn\half; semi-; incomplete; (after a number) and a half
71\办法\bànfǎ\means; method; way (of doing sth); CL:條|条[tiáo],個|个[gè]
72\办公室\bàngōngshì\an office; business premises; a bureau; CL:間|间[jiān]
73\办理\bànlǐ\to handle; to transact; to conduct
74\伴侣\bànlǚ\companion; mate; partner
75\伴随\bànsuí\to accompany; to follow; to occur together with; attendant
76\半途而废\bàntúérfèi\to give up halfway (idiom); leave sth unfinished
77\扮演\bànyǎn\play the part of; act
78\帮忙\bāngmáng\to help; to lend a hand; to do a favor; to do a good turn
79\帮助\bāngzhù\assistance; aid; to help; to assist
80\绑架\bǎngjià\to kidnap; to abduct; to hijack; a kidnapping; abduction; staking
81\榜样\bǎngyàng\example; model; CL:個|个[gè]
82\棒\bàng\a stick; club or cudgel; smart; capable; strong; wonderful; classifier for legs of a relay race
83\磅\bàng\see 磅秤 scale; platform balance; pound (unit of weight, about 44 grams)
84\傍晚\bàngwǎn\in the evening; when night falls; towards evening; at night fall; at dusk
85\包\bāo\to cover; to wrap; to hold; to include; to take charge of; package; wrapper; container; bag; to hold or embrace; bundle; packet; to contract (to or for); surname Bao; CL:個|个[gè],隻|只[zhī]
86\包庇\bāobì\shield; harbor; cover up
87\包袱\bāofu\cloth-wrapper; a bundle wrapped in cloth; load; weight; burden
88\包裹\bāoguǒ\wrap up; bind up; bundle; parcel; package; CL:個|个[gè]
89\包含\bāohán\to contain; to embody; to include
90\包括\bāokuò\to comprise; to include; to involve; to incorporate; to consist of
91\包围\bāowéi\to surround; to encircle; to hem in
92\包装\bāozhuāng\pack; package
93\包子\bāozi\steamed stuffed bun; CL:個|个[gè]
94\薄\báo\thin; cold in manner; indifferent; weak; light; infertile
95\饱\bǎo\to eat till full; satisfied
96\宝贝\bǎobèi\treasured object; treasure; darling; baby; cowry; good-for-nothing or queer character
97\保持\bǎochí\to keep; to maintain; to hold; to preserve
98\保存\bǎocún\to conserve; to preserve; to keep; to save (a file etc) (computing)
99\保管\bǎoguǎn\to assure; to guarantee; to take care of; to safeguard; certainly; surely
100\宝贵\bǎoguì\valuable; precious; value; treasure; set store by
101\饱和\bǎohé\saturation
102\保护\bǎohù\to protect; to defend; to safeguard; protection; CL:種|种[zhǒng]
103\饱经沧桑\bǎojīngcāngsāng\having lived through many changes
104\保留\bǎoliú\to retain; to continue to have; to preserve; to maintain; to reserve; reservations; to hold back (approval or acceptance)
105\保密\bǎomì\to keep sth confidential; to maintain secrecy
106\保姆\bǎomǔ\nanny; housekeeper
107\保守\bǎoshǒu\(politically) conservative; to guard; to keep
108\保卫\bǎowèi\to defend; to safeguard
109\保险\bǎoxiǎn\insurance; to insure; safe; secure; be sure; be bound to; CL:份[fèn]
110\保养\bǎoyǎng\to take good care of (or conserve) one's health; to keep in good repair; to maintain; maintenance
111\保障\bǎozhàng\to ensure; to guarantee; to safeguard
112\保证\bǎozhèng\guarantee; to guarantee; to ensure; to safeguard; to pledge; CL:個|个[gè]
113\保重\bǎozhòng\take care of oneself
114\抱\bào\to hold; to carry (in one's arms); to hug or embrace; surround; cherish
115\报仇\bàochóu\to revenge (oneself); to avenge
116\报酬\bàochou\reward; remuneration
117\报答\bàodá\to repay; to requite
118\报到\bàodào\report for duty; check in; register
119\报道\bàodào\report; CL:篇[piān],份[fèn]
120\爆发\bàofā\to break out; to erupt; to explode; to burst out
121\报复\bàofù\to make reprisals; to retaliate; revenge; retaliation
122\抱负\bàofù\aspiration; ambition
123\报告\bàogào\to inform; report; make known; speech; talk; lecture; CL:篇[piān],份[fèn],個|个[gè],通[tòng]
124\曝光\bàoguāng\exposure (e.g. of photosensitive material); to expose (a scandal to the public)
125\暴力\bàolì\violence; (use) force; violent
126\暴露\bàolù\to expose; to reveal; to lay bare
127\报名\bàomíng\to sign up; to enter one's name; to apply; to register; to enroll; to enlist
128\抱歉\bàoqiàn\sorry; We apologize!; to feel apologetic; to regret
129\报社\bàoshè\general office of a newspaper; newspaper office; CL:家[jiā]
130\报销\bàoxiāo\submit an expense account; apply for reimbursement; write-off; wipe out
131\抱怨\bàoyuàn\to complain; to grumble
132\爆炸\bàozhà\explosion; to explode; to blow up; to detonate
133\报纸\bàozhǐ\newspaper; newsprint; CL:份[fèn],期[qī],張|张[zhāng]
134\悲哀\bēiāi\grieved; sorrowful
135\卑鄙\bēibǐ\base; mean; contemptible; despicable
136\悲惨\bēicǎn\miserable; tragic
137\悲观\bēiguān\pessimistic
138\杯子\bēizi\cup; glass; CL:個|个[gè],支[zhī],枝[zhī]
139\北方\běifāng\north; the northern part a country; China north of the Yellow River
140\北极\běijí\the North Pole; the Arctic Pole; the north magnetic pole
141\北京\běijīng\Beijing, capital of People's Republic of China; Peking; PRC government
142\倍\bèi\(two, three etc) -fold; times (multiplier); double; to increase or multiply
143\被\bèi\by (indicates passive-voice sentences or clauses); quilt; to cover (literary)
144\背\bèi\the back of a body or object; to turn one's back; to hide something from; to learn by heart; to recite from memory
145\被动\bèidòng\passive
146\备份\bèifèn\backup
147\被告\bèigào\defendant
148\背景\bèijǐng\background; backdrop; context; CL:種|种[zhǒng]
149\贝壳\bèiké\shell; conch; cowry; mother of pearl; hard outer skin; alternative reading bèi qiào, mostly written
150\背叛\bèipàn\to betray
151\背诵\bèisòng\recite; repeat from memory
152\备忘录\bèiwànglù\memorandum; aide-memoire; memorandum book
153\被子\bèizi\quilt; CL:床[chuáng]
154\奔波\bēnbō\rush about; be busy running about
155\奔驰\bēnchí\to run quickly; to travel quickly; to move fast; Mercedes-Benz, German car make
156\本\běn\roots or stems of plants; origin; source; this; the current; root; foundation; basis; classifier for books, periodicals, files etc; originally
157\本科\běnkē\undergraduate course; undergraduate (adjective)
158\本来\běnlái\original; originally; at first; it goes without saying; of course
159\本领\běnlǐng\skill; ability; capability; CL:項|项[xiàng],個|个[gè]
160\本能\běnnéng\instinct
161\本钱\běnqián\capital
162\本人\běnrén\the person himself; I (humble form used in speeches); oneself; myself; in person; personal
163\本身\běnshēn\itself; in itself; per se
164\本事\běnshi\ability; skill; source material; original story
165\本着\běnzhe\based on...; in conformance with..; taking as one's main principle
166\本质\běnzhì\essence; nature; innate character; intrinsic quality
167\笨\bèn\stupid; foolish; silly; slow-witted; clumsy
168\笨拙\bènzhuō\clumsy; awkward; stupid
169\崩溃\bēngkuì\to collapse; to crumble; to fall apart
170\甭\béng\need not; (contraction of 不 and 用)
171\蹦\bèng\to jump; to bounce; to hop
172\迸发\bèngfā\to burst out; to gush; to spurt
173\逼迫\bīpò\to force; to compel; to coerce
174\鼻涕\bítì\nasal mucus; snivel
175\鼻子\bízi\nose; CL:個|个[gè],隻|只[zhī]
176\比\bǐ\(particle used for comparison and "-er than"); to compare; to contrast; to gesture (with hands); ratio
177\彼此\bǐcǐ\each other; one another
178\比方\bǐfang\analogy; instance
179\笔记本\bǐjìběn\notebook; CL:本[běn]
180\比较\bǐjiào\compare; contrast; fairly; comparatively; relatively; quite; rather
181\比例\bǐlì\proportion; scale
182\比如\bǐrú\for example; for instance; such as
183\比赛\bǐsài\competition (sports etc); match; CL:場|场[chǎng],次[cì]
184\比喻\bǐyù\metaphor; analogy; figure of speech; figuratively
185\比重\bǐzhòng\proportion; specific gravity
186\臂\bì\arm
187\弊病\bìbìng\malady; evil; malpractice; drawback; disadvantage
188\必定\bìdìng\be bound to; be sure to
189\弊端\bìduān\malpractice; abuse; corrupt practice
190\毕竟\bìjìng\after all; all in all; when all is said and done; in the final analysis
191\避免\bìmiǎn\to avert; to prevent; to avoid; to refrain from
192\必然\bìrán\inevitable; certain; necessity
193\闭塞\bìsè\stop up; close up; hard to get to; out of the way; inaccessible; unenlightened; blocking
194\必需\bìxū\to need; to require; essential; indispensable
195\必须\bìxū\to have to; must; compulsory; necessarily
196\必要\bìyào\necessary; essential; indispensable; required
197\毕业\bìyè\graduation; to graduate; to finish school
198\碧玉\bìyù\jasper
199\鞭策\biāncè\to spur on; to urge on; to encourage sb (e.g. to make progress)
200\编辑\biānjí\to edit; to compile; editor; compiler
201\边疆\biānjiāng\border area; borderland; frontier; frontier region
202\边界\biānjiè\boundary; border
203\边境\biānjìng\frontier; border
204\鞭炮\biānpào\firecrackers; a string of small firecrackers; CL:枚[méi]
205\边缘\biānyuán\edge; fringe; verge; brink; periphery; marginal; borderline
206\编织\biānzhī\to weave; to knit; to plait; to braid
207\扁\biǎn\flat; (old form of character 匾, horizontal tablet with inscription)
208\贬低\biǎndī\to belittle; to disparage; to play down; to demean; to degrade; to devalue
209\贬义\biǎnyì\derogatory sense; negative connotation
210\便\biàn\ordinary; plain; convenient; as convenient; when the chance arises; handy; easy; informal; simple; so; thus; to relieve oneself; to urinate; to defecate; equivalent to 就: then; in that case; even if; soon afterwards
211\遍\biàn\a time; everywhere; turn; all over; one time
212\遍布\biànbù\to cover the whole (area); to be found throughout
213\变故\biàngù\an unforeseen event; accident; misfortune
214\辩护\biànhù\to speak in defense of; to argue in favor of; to defend; to plead
215\变化\biànhuà\change; variation; to change; to vary; CL:個|个[gè]
216\辩解\biànjiě\to explain; to justify; to defend (a point of view etc); to provide an explanation; to try to defend oneself
217\便利\biànlì\convenient; easy; facilitate
218\辩论\biànlùn\debate; argument; to argue over; CL:場|场[chǎng],次[cì]
219\变迁\biànqiān\changes; vicissitudes
220\辨认\biànrèn\to recognize; to identify
221\便条\biàntiáo\(informal) note; CL:張|张[zhāng],個|个[gè]
222\便于\biànyú\easy to; convenient for
223\辩证\biànzhèng\investigate; dialectical
224\变质\biànzhì\to degenerate; to go bad; to deteriorate; metamorphosis
225\辫子\biànzi\plait; braid; pigtail; a mistake or shortcoming that may be exploited by an opponent; handle; CL:根[gēn],條|条[tiáo]
226\标本\biāoběn\specimen; sample; the root cause and symptoms of a disease
227\标点\biāodiǎn\punctuation; a punctuation mark; to punctuate; CL:個|个[gè]
228\标记\biāojì\sign; mark; symbol; to mark up
229\飙升\biāoshēng\to rise rapidly; to soar
230\标题\biāotí\title; heading; headline; caption; subject
231\标志\biāozhì\sign; mark; symbol; symbolize; to indicate; to mark
232\标准\biāozhǔn\(an official) standard; norm; criterion; CL:個|个[gè]
233\表达\biǎodá\to voice (an opinion); to express; to convey
234\表格\biǎogé\form; table; CL:張|张[zhāng],份[fèn]
235\表决\biǎojué\decide by vote; vote
236\表面\biǎomiàn\surface; face; outside; appearance
237\表明\biǎomíng\to make clear; to make known; to state clearly; to indicate; known
238\表情\biǎoqíng\(facial) expression; to express one's feelings; expression
239\表示\biǎoshì\to express; to show; to say; to state; to indicate; to mean
240\表态\biǎotài\to declare one's position; to say where one stands
241\表现\biǎoxiàn\to show; to show off; to display; to manifest; expression; manifestation; show; display; performance (at work etc)
242\表演\biǎoyǎn\play; show; performance; exhibition; to perform; to act; to demonstrate; CL:場|场[chǎng]
243\表扬\biǎoyáng\to praise; to commend
244\表彰\biǎozhāng\cite (in dispatches); commend
245\憋\biē\to choke; to stifle; to restrain; to hold back; to hold in (urine); to hold (one's breath)
246\别\bié\to leave; to depart; to separate; to distinguish; to classify; other; another; do not; must not; to pin
247\别人\biéren\other people; others; other person
248\别墅\biéshù\villa; CL:幢[zhuàng],座[zuò]
249\别致\biézhì\unusual; unique
250\别扭\bièniu\awkward; difficult; uncomfortable; not agreeing; at loggerheads; gauche; awkward (writing or speech)
251\宾馆\bīnguǎn\guesthouse; CL:個|个[gè],家[jiā]
252\濒临\bīnlín\on the verge of; close to
253\冰雹\bīngbáo\hail; hailstone; CL:場|场[cháng],粒[lì]
254\冰箱\bīngxiāng\icebox; freezer cabinet; refrigerator; CL:臺|台[tái],個|个[gè]
255\丙\bǐng\third of 1 heavenly stems 十天干; third in order; letter "C" or roman "III" in list "A, B, C", or "I, II, III" etc; propyl
256\饼干\bǐnggān\biscuit; cracker; cookie; CL:片[piàn],塊|块[kuài]
257\并存\bìngcún\to exist at the same time; to coexist
258\病毒\bìngdú\virus
259\并非\bìngfēi\really isn't
260\并列\bìngliè\to stand side by side; to be juxtaposed
261\并且\bìngqiě\and; besides; moreover; furthermore; in addition
262\拨打\bōdǎ\to call; to dial
263\播放\bōfàng\to broadcast; to transmit
264\波浪\bōlàng\wave
265\玻璃\bōli\glass; nylon; plastic; CL:張|张[zhāng],塊|块[kuài]
266\波涛汹涌\bōtāoxiōngyǒng\tumultuous situations
267\剥削\bōxuē\to exploit; exploitation
268\播种\bōzhòng\to sow seeds; sowing; seed
269\博大精深\bódàjīngshēn\wide-ranging and profound; broad and deep
270\搏斗\bódòu\to wrestle; to fight; to struggle
271\博览会\bólǎnhuì\exposition; international fair
272\伯母\bómǔ\wife of father's elder brother; aunt; (polite form of address for a woman who is about the age of one's mother); CL:個|个[gè]
273\薄弱\bóruò\weak; frail
274\博士\bóshì\doctor; court academician (in feudal China); Ph.D.
275\博物馆\bówùguǎn\museum
276\脖子\bózi\neck; CL:個|个[gè]
277\补偿\bǔcháng\compensate; make up
278\补充\bǔchōng\to replenish; to supplement; to complement; additional; supplementary; CL:個|个[gè]
279\补救\bǔjiù\remedy
280\哺乳\bǔrǔ\breast feeding; to suckle; to nurse
281\补贴\bǔtiē\to subsidize; subsidy; allowance
282\捕捉\bǔzhuō\to catch; to seize; to capture
283\不\bù\(negative prefix); not; no
284\布\bù\cloth; to declare; to announce; to spread; to make known
285\不安\bùān\unpeaceful; unstable; uneasy; disturbed; restless; worried
286\不必\bùbì\need not; does not have to
287\不但\bùdàn\not only (... but also...)
288\不得不\bùdébù\have no choice or option but to; cannot but; have to; can't help it; can't avoid
289\不得了\bùdéliǎo\desperately serious; disastrous; extremely; exceedingly
290\不得已\bùdéyǐ\act against one's will; have no alternative but to; have to; to have no choice; must
291\不断\bùduàn\unceasing; uninterrupted; continuous; constant
292\步伐\bùfá\pace; (measured) step; march
293\不妨\bùfáng\there is no harm in; might as well
294\部分\bùfen\part; share; section; piece; CL:個|个[gè]
295\不敢当\bùgǎndāng\lit. I dare not (accept the honor); fig. I don't deserve your praise; you flatter me
296\布告\bùgào\posting on a bulletin board; notice; bulletin; to announce
297\不顾\bùgù\in spite of; regardless of
298\不管\bùguǎn\no matter (what, how); regardless of; no matter
299\不过\bùguò\only; merely; no more than; but; however; anyway (to get back to a previous topic)
300\不好意思\bùhǎoyìsi\to feel embarrassed; to be ill at ease; to find it embarrassing (to do sth)
301\不见得\bùjiànde\not necessarily; not likely
302\不禁\bùjīn\can't help (doing sth); can't refrain from
303\不仅\bùjǐn\not only (this one); not just (...) but also
304\布局\bùjú\arrangement; composition; layout; opening (chess jargon)
305\不堪\bùkān\cannot bear; cannot stand; utterly; extremely
306\不可思议\bùkěsīyì\inconceivable (idiom); unimaginable; unfathomable
307\不客气\bùkèqi\you're welcome; impolite; rude; blunt; don't mention it
308\不愧\bùkuì\be worthy of; deserve to be called; prove oneself to be
309\不料\bùliào\unexpectedly; to one's surprise
310\部门\bùmén\department; branch; section; division; CL:個|个[gè]
311\不免\bùmiǎn\unavoidable
312\不耐烦\bùnàifán\impatience; impatient
313\不然\bùrán\not so; no; or else; otherwise; if not
314\不如\bùrú\not equal to; not as good as; inferior to; it would be better to
315\不时\bùshí\frequently; often; at any time
316\部署\bùshǔ\to dispose; to deploy; deployment
317\部位\bùwèi\position; place
318\不惜\bùxī\not stint; not spare; not hesitate (to do sth); not scruple (to do sth)
319\不相上下\bùxiāngshàngxià\equally matched; about the same
320\不像话\bùxiànghuà\unreasonable; shocking; outrageous
321\不屑一顾\bùxièyīgù\to disdain as beneath contempt
322\不言而喻\bùyánéryù\it goes without saying; it is self-evident
323\不要紧\bùyàojǐn\unimportant; not serious; it doesn't matter; never mind; it looks all right; but
324\不由得\bùyóude\can't help; cannot but
325\不择手段\bùzéshǒuduàn\by fair means or foul; by hook or by crook; unscrupulously
326\不止\bùzhǐ\incessantly; without end; more than; not limited to
327\布置\bùzhì\to put in order; to arrange; to decorate; to fix up; to deploy
328\步骤\bùzhòu\step; move; measure
329\不足\bùzú\insufficient; lacking; deficiency; not enough; inadequate; not worth; cannot; should not
330\擦\cā\to wipe; to erase; rubbing (brush stroke in painting); to clean; to polish
331\猜\cāi\to guess
332\才\cái\ability; talent; endowment; gift; an expert; only (then); only if; just
333\财产\cáichǎn\property; CL:筆|笔[bǐ]
334\裁缝\cáifeng\tailor; dressmaker
335\财富\cáifù\wealth; riches
336\才干\cáigàn\ability; competence
337\材料\cáiliào\material; data; makings; stuff; CL:個|个[gè],種|种[zhǒng]
338\裁判\cáipàn\judgment; to referee; umpire; judge; referee; CL:個|个[gè],位[wèi],名[míng]
339\财务\cáiwù\financial affairs
340\裁员\cáiyuán\to cut staff; to lay off employees
341\财政\cáizhèng\finances (public); financial
342\踩\cǎi\to step on; to tread; to stamp; to press a pedal; to pedal (a bike)
343\采访\cǎifǎng\to interview; to gather news; to hunt for and collect; to cover
344\采购\cǎigòu\to procure (for an enterprise etc); to purchase
345\彩虹\cǎihóng\rainbow
346\采集\cǎijí\to gather; to collect; to harvest
347\采纳\cǎinà\to accept; to adopt
348\彩票\cǎipiào\the lottery; lottery ticket
349\采取\cǎiqǔ\to adopt or carry out (measures, policies, course of action); to take
350\菜\cài\dish (type of food); vegetables; vegetable; cuisine; CL:盤|盘[pán],道[dào]
351\菜单\càidān\menu; CL:份[fèn],張|张[zhāng]
352\参观\cānguān\to look around; to inspect; visit and observe
353\参加\cānjiā\to participate; to take part; to join
354\参考\cānkǎo\consultation; reference; to consult; to refer
355\参谋\cānmóu\staff officer; give advice
356\餐厅\cāntīng\dining-hall; dining-room; restaurant; CL:間|间[jiān],家[jiā]
357\参与\cānyù\to participate (in sth)
358\参照\cānzhào\to consult a reference; to refer to (another document)
359\残疾\cánjí\disabled; handicapped; deformity on a person or animal
360\残酷\cánkù\cruel; cruelty
361\惭愧\cánkuì\ashamed
362\残留\cánliú\to remain; left over; surplus; remnant
363\残忍\cánrěn\cruel; mean; merciless; ruthless
364\灿烂\cànlàn\to glitter; brilliant; splendid
365\舱\cāng\cabin; the hold of a ship or airplane
366\苍白\cāngbái\pale; wan
367\仓促\cāngcù\all of a sudden; hurriedly
368\仓库\cāngkù\depot; storehouse; warehouse
369\操场\cāochǎng\playground; sports field; drill ground; CL:個|个[gè]
370\操劳\cāoláo\to work hard; to look after
371\操练\cāoliàn\drill; practice
372\操心\cāoxīn\to worry about
373\操纵\cāozòng\to operate; to control; to rig; to manipulate
374\操作\cāozuò\to work; to operate; to manipulate
375\嘈杂\cáozá\noisy; clamorous
376\草\cǎo\grass; straw; manuscript; draft (of a document); careless; rough; CL:棵[kē],撮[zuǒ],株[zhū],根[gēn]
377\草案\cǎoàn\draft (legislation, proposal etc)
378\草率\cǎoshuài\careless; negligent; sloppy; not serious
379\册\cè\book; booklet; classifier for books
380\策划\cèhuà\to plot; to scheme; to bring about; to engineer; planning; producer; planner
381\测量\cèliáng\survey; to measure; to gauge; to determine
382\策略\cèlvè\tactics; to be tactful
383\侧面\cèmiàn\lateral side; side; aspect; profile
384\厕所\cèsuǒ\toilet; lavatory; CL:間|间[jiān],處|处[chù]
385\测验\cèyàn\test; to test; CL:次[cì],個|个[gè]
386\层\céng\layer; stratum; laminated; floor (of a building); storey; classifier for layers; repeated; sheaf (math.)
387\层出不穷\céngchūbùqióng\more and more emerge; innumerable succession; breeding like flies (idiom)
388\层次\céngcì\arrangement of ideas; administrative level; level; stage; phase
389\曾经\céngjīng\once; already; former; previously; ever; (past tense marker used before verb or clause)
390\插\chā\to insert; stick in; pierce; to take part in; to interfere; to interpose
391\差别\chābié\difference; distinction; diversity; disparity
392\差距\chājù\disparity; gap
393\叉子\chāzi\fork; CL:把[bǎ]
394\茶\chá\tea; tea plant; CL:杯[bēi],壺|壶[hú]
395\查获\cháhuò\to investigate and capture (a criminal); to ferret out; to hunt down and arrest
396\岔\chà\fork in road; bifurcation; branch in road, river, mountain range etc; to branch off; to turn off; to diverge; to stray (from the path); to change the subject; to interrupt; to stagger (times)
397\差\chà\differ from; short of; to lack; poor
398\差不多\chàbuduō\almost; nearly; more or less
399\刹那\chànà\an instant (Sanskrit: ksana); split second; the twinkling of an eye
400\诧异\chàyì\flabbergasted; astonished
401\拆\chāi\to tear open; to tear down; to tear apart; to open
402\柴油\cháiyóu\diesel fuel
403\搀\chān\to assist by the arm; to mix; to support; to sustain
404\馋\chán\slander; defame; misrepresent; to speak maliciously
405\缠绕\chánrào\twisting; to twine; to wind; to pester; to bother
406\产品\chǎnpǐn\goods; merchandise; product; CL:個|个[gè]
407\产生\chǎnshēng\to arise; to come into being; to come about; to give rise to; to bring into being; to bring about; to produce; to engender; to generate; to appear; appearance; emergence; generation; production; yield
408\阐述\chǎnshù\to expound (a position); to elaborate (on a topic); to treat (a subject)
409\产业\chǎnyè\industry; estate; property; industrial
410\颤抖\chàndǒu\to shudder; to shiver; to shake; to tremble
411\猖狂\chāngkuáng\savage; furious
412\昌盛\chāngshèng\prosperous
413\尝\cháng\to taste; flavor; (past tense marker); already; formerly; ever; once; test
414\长\cháng\length; long; forever; always; constantly
415\长城\chángchéng\the Great Wall
416\偿还\chánghuán\to repay; to reimburse
417\长江\chángjiāng\Changjiang river; Yangtze river
418\常年\chángnián\a whole year; average year
419\常识\chángshí\common sense; general knowledge; CL:門|门[mén]
420\尝试\chángshì\to try; to attempt; CL:次[cì]
421\长途\chángtú\long distance
422\常务\chángwù\routine; everyday business; daily operation (of a company)
423\场\chǎng\threshing floor; classifier for events and happenings: spell, episode, bout
424\场合\chǎnghé\situation; occasion
425\敞开\chǎngkāi\wide open; to open up
426\场面\chǎngmiàn\scene; occasion
427\场所\chǎngsuǒ\location; place
428\倡导\chàngdǎo\to advocate; to initiate; to propose; to be a proponent of (an idea or school of thought)
429\唱歌\chànggē\to sing a song
430\畅通\chàngtōng\unimpeded; free-flowing; straight path; unclogged; move without obstruction
431\畅销\chàngxiāo\best seller; chart-topping
432\倡议\chàngyì\to suggest; to initiate; proposal; initiative
433\抄\chāo\to copy; to plagiarize; to search and seize; to go; to transcribe; to take a shortcut; to search and confiscate
434\超过\chāoguò\to surpass; to exceed; to outstrip
435\超级\chāojí\transcending; high grade; super-; ultra-
436\钞票\chāopiào\paper money; a bill (e.g. 1 yuan); CL:張|张[zhāng],扎[zā]
437\超市\chāoshì\supermarket (abbr.); CL:家[jiā]
438\超越\chāoyuè\to surpass; to exceed; to transcend
439\朝\cháo\imperial or royal court; government; dynasty; reign of a sovereign or emperor; court or assembly held by a sovereign or emperor; to make a pilgrimage to; facing; towards
440\朝代\cháodài\dynasty; reign (of a king)
441\潮流\cháoliú\tide; current; trend
442\潮湿\cháoshī\damp; moist
443\嘲笑\cháoxiào\jeer; mockery; scoff; sneer; make fun of; laugh at (derogatory)
444\吵\chǎo\to quarrel; to make a noise; noisy; to disturb by making a noise
445\炒\chǎo\saute; pan-fry; to fry; fried
446\吵架\chǎojià\to quarrel; to have a row; CL:頓|顿[dùn]
447\车库\chēkù\garage
448\车厢\chēxiāng\carriage; CL:節|节[jié]
449\彻底\chèdǐ\thorough; thoroughly; complete
450\撤退\chètuì\retreat
451\撤销\chèxiāo\to repeal; to revoke; to undo (computing)
452\沉淀\chéndiàn\to settle; to precipitate (solid sediment out of a solution)
453\陈旧\chénjiù\old-fashioned
454\陈列\chénliè\to display; to exhibit
455\沉闷\chénmèn\oppressive (of weather); heavy; depressed; not happy
